publisher,developers,id,app_name,price,specs,genres,early_access,tags,owners,review_score,release_date
Alawar Casual,Rionix,715090,Rescue Team 4,Under $10,"Single-player, Steam Cloud, Family Sharing","Adventure, Casual",False,"Indie, Layed-Back, Casual, Single-Player, Adventure, Strategy","0 .. 20,000",89,2017-Autumn
EQ Studios,EQ Studios,624270,The Painscreek Killings,$10~$20,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","Adventure, Indie",False,"Warfare, Casual, Inclusivity, Story-driven, 3D, Puzzle, Horror/Mystery, Realistic/Sim, Single-Player, High-Quality, Adventure, First Person, Exploration","200,000 .. 500,000",91,2017-Autumn
MG Publishing,Still Running,704840,The Walking Vegetables,Under $10,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","Action, Indie",False,"Indie, 2D, Historical/Old-Times, Action, Rogue, Unique-aspects, Shooter, High-Quality, Co-op","20,000 .. 50,000",91,2017-Autumn
IronEqual,IronEqual,692270,Over The Moonlight,Free,Single-player,"Adventure, Free to Play",False,"Adventure, Single-Player","50,000 .. 100,000",72,2017-Autumn
Big Fish Games,Mad Head Games,709350,Dark Realm: Princess of Ice Collector's Edition,Under $10,"Single-player, Family Sharing","Adventure, Casual",False,"Adventure, Casual, Puzzle","0 .. 20,000",83,2017-Autumn
Jim Offerman,Jim Offerman,481190,Stable Orbit - Build your own space station,$10~$20,"Single-player, Steam Cloud, Family Sharing","Casual, Indie, Simulation, Strategy",False,"Indie, Casual, Difficult, Early Access, Sandbox/Building, Realistic/Sim, Single-Player, High-Quality, Sci-fi, Strategy","50,000 .. 100,000",52,2017-Autumn
Upturn Games,Upturn Games,697610,Idle Bouncer,Free,"Single-player, Steam Achievements, In-App Purchases, Steam Cloud, Stats","Casual, Free to Play",False,"Layed-Back, Casual","50,000 .. 100,000",85,2017-Autumn
Atari,Origin8 Technologies Ltd.,683900,RollerCoaster Tycoon® Classic,$10~$20,"Single-player, Steam Cloud, Includes level editor, Family Sharing","Simulation, Strategy",False,"Historical/Old-Times, Unique-aspects, Sandbox/Building, Realistic/Sim, Single-Player, Strategy","200,000 .. 500,000",90,2017-Autumn
Excalibur Games,Whoop Group,657240,Tracks - The Train Set Game,$10~$20,"Single-player, Steam Achievements, Full controller support, Family Sharing","Indie, Racing, Simulation",False,"Indie, Casual, Third Person, Strategy, Sandbox/Building, Realistic/Sim, Single-Player, Unique-Style, Comedy, First Person, Exploration, Racing","100,000 .. 200,000",93,2019-Autumn
Artifex Mundi,The House of Fables,677020,Eventide 3: Legacy of Legends,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual",False,"Indie, Casual, Inclusivity, 2D, Puzzle, Horror/Mystery, Unique-aspects, Fantasy, Single-Player, High-Quality, Unique-Style, Adventure, Story-driven","0 .. 20,000",84,2017-Autumn
Hosted Games,Hosted Games,721760,"Highlands, Deep Waters",Under $10,"Single-player, Steam Achievements, Captions available, Steam Cloud, Family Sharing","Adventure, Indie, RPG",False,"Indie, Adventure, Exploration, RPG","0 .. 20,000",80,2017-Autumn
Apog Labs,Apog Labs,673610,Airport CEO,$20~$30,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing","Indie, Simulation, Strategy",False,"2D, Unique-aspects, Sandbox/Building, Realistic/Sim, Single-Player, Unique-Style, Strategy","500,000 .. 1,000,000",84,2021-Spring
Landfall,Landfall West,674940,Stick Fight: The Game,Under $10,"Multi-player, PvP, Online PvP, Split Screen PvP, Co-op, Partial controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","Action, Casual, Indie",False,"Indie, Layed-Back, 2D, Casual, Action, Fighting, PvP, Realistic/Sim, Shooter, High-Quality, Comedy, Multiplayer, Strategy, Co-op","2,000,000 .. 5,000,000",93,2017-Autumn
Bad Panda Games,Bad Panda Games,697490,Space Wrangler,Under $1,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing","Adventure, Casual, Indie, Racing, Simulation, Early Access",True,"Indie, Casual, Early Access, Sci-fi, Realistic/Sim, High-Quality, Unique-Style, Adventure, Racing","0 .. 20,000",0,2017-Autumn
Grindstone Interactive,Grindstone Interactive,625580,The Cleansing - Versus,Free,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards","Action, Indie, RPG, Strategy, Early Access",True,"Indie, Action, Early Access, RPG, Strategy","0 .. 20,000",66,2017-Autumn
Crisp App Studio,Crisp App Studio,688570,Romance with Chocolate - Hidden Object in Paris. HOPA,Under $10,"Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Adventure, Casual, Indie",False,"Indie, Casual, Inclusivity, 2D, Puzzle, Romance, Single-Player, High-Quality, Unique-Style, Adventure","0 .. 20,000",55,2017-Autumn
Boogygames Studios,Boogygames Studios,714570,Hidden Object - Tools,Under $10,"Single-player, Family Sharing","Adventure, Casual, Indie, Strategy",False,"Indie, Layed-Back, Casual, 2D, Puzzle, Single-Player, High-Quality, Unique-Style, Adventure, Sci-fi, Strategy","20,000 .. 50,000",50,2017-Autumn
DysTop,DysTop,708830,The Armament Project,Under $10,"Single-player, Multi-player, Co-op, Co-op, Co-op, Full controller support, Remote Play Together, Family Sharing","Action, Indie",False,"Indie, Action, Difficult, 3D, Fighting, Multiplayer, Strategy, Shooter, Sci-fi, First Person, Co-op","0 .. 20,000",40,2017-Autumn
Wolfire Games,Wolfire Games,25000,Overgrowth,$10~$20,"Single-player, Multi-player, PvP, Split Screen PvP, Co-op, Co-op, Steam Workshop, Partial controller support, Includes level editor, Remote Play Together, Family Sharing","Action, Indie",False,"Indie, Gore, Third Person, Action, Difficult, Co-op, Fighting, Sandbox/Building, Unique-aspects, Realistic/Sim, Single-Player, Adventure, Comedy, Multiplayer, Exploration","500,000 .. 1,000,000",79,2017-Autumn
Microlith Games,Microlith Games,725960,Ballistic Mini Golf,Under $10,"Single-player, Multi-player, PvP, Online PvP, Split Screen PvP, Co-op, Full controller support, Remote Play Together, Family Sharing","Casual, Indie, Simulation, Sports, Early Access",True,"Indie, Layed-Back, Casual, 2D, Difficult, Early Access, Puzzle, Sci-fi, Sports, Realistic/Sim, Single-Player, High-Quality, Comedy, Multiplayer","0 .. 20,000",52,2017-Autumn
bad monkee,bad monkee,705410,World War Party: Game Of Trump,Free,"Single-player, Multi-player, PvP, Online PvP, Split Screen PvP, Co-op, Online Co-op, Co-op, Co-op, Cross-Platform Multiplayer, Partial controller support, Remote Play Together","Action, Indie, Sports, Strategy",False,"Indie, Gore, Action, Sports, Strategy","0 .. 20,000",48,2017-Autumn
Stephen Wu,Stephen Wu,735650,One More Night: BiO Clinic,Under $10,"Single-player, Family Sharing","Indie, Strategy",False,"Indie, Strategy, Horror/Mystery","0 .. 20,000",100,2017-Autumn
NedoStudio,NedoStudio,740570,illie,Under $10,"Single-player, Steam Achievements, Family Sharing","Casual, Indie",False,"Indie, Layed-Back, Casual, 2D, Puzzle, Unique-aspects, High-Quality","20,000 .. 50,000",82,2017-Autumn
Growfall Games,Growfall Games,726260,Bit Bullet,Under $1,"Single-player, Steam Achievements, Family Sharing","Action, Indie",False,"Indie, Shooter, Unique-aspects, Action","0 .. 20,000",91,2017-Autumn
ESDigital Games,Buka Development,546220,Red Comrades 3: Return of Alaska. Reloaded,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",Adventure,False,"2D, Historical/Old-Times, Casual, Third Person, Puzzle, Single-Player, High-Quality, Unique-Style, Comedy, Adventure, Story-driven","20,000 .. 50,000",81,2017-Autumn
RunServer,Mysterytag,657070,Dream Hills: Captured Magic,Under $10,"Single-player, Family Sharing","Adventure, Casual, Indie",False,"Indie, Casual, Puzzle, Horror/Mystery, Fantasy, Single-Player, High-Quality, Other, Comedy, Adventure","0 .. 20,000",78,2017-Autumn
Pixel Cream,Pixel Cream,498740,Way of Redemption,Under $10,"Single-player, Multi-player, PvP, Split Screen PvP, Co-op, Co-op, Steam Achievements, Full controller support, Remote Play on TV, Remote Play Together, Family Sharing","Action, Indie, Sports",False,"Indie, Action, Sports, Multiplayer, Co-op","0 .. 20,000",73,2017-Autumn
Neuronality,Neuronality,673260,Starblast,Under $10,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Family Sharing","Action, Casual, Indie, Massively Multiplayer",False,"Indie, Casual, 2D, Action, Difficult, Multiplayer, Unique-aspects, Shooter, Sci-fi","50,000 .. 100,000",82,2017-Autumn
Shadow Blade Productions,Shadow Blade Productions,712390,Team Four Star RPG,Free,Single-player,"Free to Play, Indie, RPG",False,"Indie, Gore, RPG","20,000 .. 50,000",80,2017-Autumn
AWS,Curse Box Studios,718410,AWS Argentina Wingshooting Simulator,Under $10,"Single-player, Steam Achievements, Partial controller support, Family Sharing","Action, Simulation, Sports",False,"Realistic/Sim, Sports, Action","0 .. 20,000",100,2017-Autumn
Nicholas Fisher,Nicholas Fisher,709290,Rage Quest,Under $1,"Single-player, Steam Achievements, Captions available, Steam Cloud, Family Sharing","Adventure, Indie, RPG, Strategy",False,"Indie, Adventure, Strategy, RPG","0 .. 20,000",100,2017-Autumn
Ionel Zeveleanu,Ionel Zeveleanu,729980,Happy Neighbors,Under $10,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Casual, Indie",False,"Indie, Casual","0 .. 20,000",100,2017-Autumn
Fascimania,Fascimania,743660,Boot Hill Blaster,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie",False,"Indie, Unique-aspects, Historical/Old-Times, Action","20,000 .. 50,000",91,2017-Autumn
Ilex Games,Ilex Games,726820,Inner Mazes - Souls Guides,Under $10,"Single-player, Steam Achievements, Partial controller support, Steam Cloud, Family Sharing","Adventure, Indie, Early Access",True,"Indie, Adventure, Early Access","0 .. 20,000",40,2017-Autumn
Double Dice Games,Double Dice Games,610500,Willy-Nilly Knight,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Indie, RPG",False,"Indie, Early Access, Turn-based, Unique-aspects, Fantasy, RPG, High-Quality, Single-Player, Comedy, Adventure","20,000 .. 50,000",73,2017-Autumn
Drew Wallace,Drew Wallace,680990,Sword Bros,Under $10,"Multi-player, PvP, Split Screen PvP, Co-op, Full controller support, Remote Play Together, Family Sharing","Action, Indie",False,"Indie, Layed-Back, 2D, Gore, Action, Fighting, Realistic/Sim, High-Quality, Comedy, Multiplayer, Co-op","0 .. 20,000",53,2017-Autumn
Astralax,Astralax,633660,Onimod Land,Under $10,"Single-player, Multi-player, PvP, Online PvP, Includes level editor, Family Sharing",Strategy,False,"Strategy, Real-Time","0 .. 20,000",83,2017-Autumn
Errigar Games,ZovGame,667420,Redium,Under $10,"Single-player, Steam Achievements, Family Sharing","Action, Adventure, Indie",False,"Indie, Gore, 2D, Action, Adventure","20,000 .. 50,000",48,2017-Autumn
Onur Doğan,Onur Doğan,680550,Zombie Waiting,Under $1,"Single-player, Stats, Family Sharing","Action, Adventure, Indie",False,"Indie, Fantasy, Adventure, Action","0 .. 20,000",62,2017-Autumn
Brainwashing Games,Brainwashing Games,734510,Worshippers,Under $10,"Single-player, Family Sharing","RPG, Strategy",False,"Indie, Puzzle, Turn-based, RPG, Strategy","20,000 .. 50,000",78,2018-Winter
Campus ADN,Class of  2016-2017,683930,A Wonder,Free,"Single-player, Full controller support, Commentary available","Adventure, Casual, Free to Play, Indie",False,"Indie, Layed-Back, Casual, Inclusivity, Third Person, 3D, Difficult, Puzzle, Multiplayer, Horror/Mystery, Rogue, Sci-fi, Single-Player, Adventure","200,000 .. 500,000",49,2017-Autumn
Rocket Monster Games,Rocket Monster Games,742340,Super BoxMan Ultra,Under $1,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Family Sharing","Adventure, Casual, Indie, Strategy",False,"Indie, Layed-Back, Casual, 2D, Puzzle, Single-Player, Unique-Style, Adventure, Strategy","0 .. 20,000",70,2017-Autumn
Royal9Games,Royal9Games,727970,Cosmic Trail,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing","Action, Indie",False,"Indie, Layed-Back, Third Person, Action, 3D, Difficult, Sci-fi","0 .. 20,000",80,2018-Spring
Frostbullet,Frostbullet,654430,STATUS: INSANE,Under $1,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Adventure, Indie, Strategy",False,"Indie, Action, Puzzle, Rogue, Unique-Style, Comedy, Adventure, Strategy","0 .. 20,000",95,2017-Autumn
Vladimir Alekseev,Vladimir Alekseev,737930,Online Circle Pong,Under $1,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Partial controller support, Stats, Family Sharing","Casual, Indie, Massively Multiplayer",False,"Indie, Multiplayer, Casual","0 .. 20,000",69,2018-Winter
Space Fractal,Space Fractal,735530,Time Killers: Spot Race,Free,Single-player,"Casual, Indie, Strategy",False,"Indie, Casual, 2D, Puzzle, Unique-aspects, Single-Player, High-Quality, Unique-Style, Strategy","0 .. 20,000",72,2017-Autumn
NerdRage Studios,NerdRage Studios,697660,Jump Gunners,Under $10,"Single-player, Multi-player, PvP, Split Screen PvP, Co-op, Co-op, Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","Action, Indie",False,"Indie, Layed-Back, 2D, Historical/Old-Times, Action, Difficult, Unique-aspects, Realistic/Sim, Shooter, High-Quality, Comedy, Multiplayer, Co-op","0 .. 20,000",87,2017-Autumn
Nacon,Appeal Studios,618970,Outcast - Second Contact,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Stats, Family Sharing","Action, Adventure",False,"Historical/Old-Times, Third Person, Action, Story-driven, Single-Player, High-Quality, RPG, Adventure, Comedy, Sci-fi, Exploration","50,000 .. 100,000",78,2017-Autumn
RDavis,RDavis,738470,God Of Thunder,Free,Single-player,"Action, Adventure, Indie",False,"Indie, Historical/Old-Times, Action, Puzzle, Adventure","0 .. 20,000",96,2017-Autumn
Warner Bros. Interactive,TT Games,647830,LEGO® Marvel Super Heroes 2,$20~$30,"Single-player, Multi-player, Co-op, Co-op, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",Action,False,"Layed-Back, Casual, Action, Story-driven, Co-op, Puzzle, Multiplayer, Sandbox/Building, Single-Player, High-Quality, Comedy, Adventure, Exploration","500,000 .. 1,000,000",87,2017-Autumn
2Awesome Studio,BoxFrog Games,556960,Lost Wing,Under $10,"Single-player, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","Action, Indie, Racing",False,"Indie, Third Person, Action, Difficult, 3D, Early Access, Unique-aspects, Realistic/Sim, Shooter, High-Quality, Single-Player, Other, Sci-fi, Racing","0 .. 20,000",78,2020-Summer
The Most,The Most,745180,Bike of the Wild,Under $10,"Single-player, Full controller support, Family Sharing","Action, Adventure, Casual, Indie, Racing, Sports, Strategy",False,"Indie, Layed-Back, Casual, Action, Difficult, 3D, Horror/Mystery, Sports, High-Quality, Comedy, Adventure, Strategy, Exploration, Racing","0 .. 20,000",42,2017-Autumn
Fulqrum Publishing,Snowhound Games,698640,Deep Sky Derelicts,$10~$20,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Indie, RPG, Strategy",False,"Indie, Puzzle, Turn-based, Rogue, Fantasy, RPG, High-Quality, Sci-fi, Strategy, Co-op","100,000 .. 200,000",75,2018-Autumn
Outright Games Ltd.,Torus Games,703180,Ben 10,$10~$20,"Single-player, Partial controller support, Family Sharing",Action,False,"Casual, Action, Fighting, Single-Player, Unique-Style, Adventure, Exploration","20,000 .. 50,000",76,2017-Autumn
APPLEMINT,APPLEMINT,680250,The Mirage : Illusion of wish,Under $10,"Single-player, Steam Cloud, Family Sharing","Action, Indie, Early Access",True,"Indie, Early Access, Action","0 .. 20,000",100,2017-Autumn
Unreal Software,Unreal Software,666220,CS2D,Free,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Includes level editor","Action, Casual, Free to Play, Indie",False,"Indie, 2D, Casual, Gore, Action, Difficult, Strategy, Unique-aspects, Fantasy, Shooter, Single-Player, Comedy, Multiplayer, First Person, Co-op","1,000,000 .. 2,000,000",90,2017-Autumn
Raw Fury,Nifflas Games,678850,Uurnog Uurnlimited,Under $10,"Single-player, Multi-player, Co-op, Co-op, Co-op, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",Indie,False,"Indie, Layed-Back, Unique-aspects, Puzzle","0 .. 20,000",81,2017-Autumn
Artifex Mundi,Sunward Games,699780,Endless Fables 2: Frozen Path,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual",False,"Indie, Casual, Inclusivity, 2D, Puzzle, Horror/Mystery, Fantasy, Single-Player, High-Quality, Adventure, Story-driven","0 .. 20,000",92,2017-Autumn
Achpile,Achpile,739180,AchBall,Free,"Single-player, Steam Achievements, Partial controller support, Steam Cloud, Steam Leaderboards","Casual, Indie",False,"Indie, Casual","20,000 .. 50,000",90,2017-Autumn
KillHouse Games,PixelShard,686200,Door Kickers: Action Squad,$10~$20,"Single-player, Multi-player, Co-op, Online Co-op, Co-op, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing","Action, Casual, Indie, Simulation, Strategy",False,"Indie, 2D, Historical/Old-Times, Casual, Action, Unique-aspects, Fantasy, Sandbox/Building, Single-Player, High-Quality, Shooter, Real-Time, Multiplayer, Strategy, Co-op","500,000 .. 1,000,000",94,2018-Autumn
SolarLune Games,SolarLune Games,574500,Gearend,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Adventure, Indie",False,"Indie, Layed-Back, Action, Other, Adventure","0 .. 20,000",91,2017-Autumn
Narko Games,Narko Games,744220,AI Dummy,Under $1,"Single-player, Family Sharing","Action, Adventure, Casual, Racing, RPG, Simulation, Sports, Strategy",False,"Casual, Action, Sports, Realistic/Sim, RPG, Adventure, Strategy, Racing","20,000 .. 50,000",37,2018-Winter
Exploding Tuba Studios,Exploding Tuba Studios,687270,Divide,Under $10,"Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Remote Play on TV, Family Sharing","Action, Adventure, Indie",False,"Indie, Adventure, Action","0 .. 20,000",45,2017-Autumn
"CarX Technologies, LLC","CarX Technologies, LLC",635260,CarX Drift Racing Online,$10~$20,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, VR Support, Steam Trading Cards, Steam Workshop, Partial controller support, Remote Play on Phone, Remote Play on Tablet, Family Sharing","Massively Multiplayer, Racing, Simulation, Sports",False,"Layed-Back, Casual, Action, Co-op, Early Access, Unique-aspects, Realistic/Sim, Sports, Single-Player, Multiplayer, Exploration, Racing","1,000,000 .. 2,000,000",95,2017-Autumn
RewindApp,RewindApp,741120,Solar System,Under $1,"Single-player, Family Sharing","Casual, Indie",False,"Indie, Sci-fi, Casual","20,000 .. 50,000",42,2017-Autumn
Choice of Games,Choice of Games,752810,NOLA is Burning,Under $10,"Single-player, Steam Achievements, Captions available, Steam Cloud, Family Sharing","Adventure, Indie, RPG",False,"Indie, Adventure, RPG","0 .. 20,000",25,2017-Autumn
Wishlist Games,Obsidian Entertainment,443110,Armored Warfare,Free,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases","Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, Simulation, Strategy, Free to Play",False,"Warfare, 2D, Historical/Old-Times, Action, PvE, PvP, Realistic/Sim, Exploration, Shooter, Single-Player, Multiplayer, First Person, Co-op","500,000 .. 1,000,000",67,2017-Autumn
Silhouette Wolf,Silhouette Wolf,624990,The Mimic,Under $10,"Single-player, Multi-player, PvP, Split Screen PvP, Co-op, Co-op, Co-op, Full controller support, Remote Play Together, Family Sharing","Action, Adventure, Casual, Indie",False,"Indie, Casual, Action, Puzzle, Adventure","0 .. 20,000",100,2017-Autumn
XiNFiNiTY Games,XiNFiNiTY Games,742010,Lab 03 Yrinth,Under $10,"Single-player, Steam Achievements, Partial controller support, Steam Leaderboards, Family Sharing","Action, Casual, Indie, Strategy",False,"Indie, Casual, 2D, Action, Difficult, Puzzle, Unique-aspects, Single-Player, High-Quality, Sci-fi, Strategy","0 .. 20,000",30,2017-Autumn
Collector_collector,Collector_collector,736230,Salt Thrust,Under $10,"Single-player, Family Sharing","Action, Adventure, Casual, Indie, Simulation",False,"Indie, Casual, Action, Realistic/Sim, Adventure","0 .. 20,000",100,2017-Autumn
Game e Arte,Game e Arte,699510,The New California,Under $10,"Single-player, Steam Achievements, Full controller support, Family Sharing","Adventure, Casual, Indie",False,"Indie, Adventure, Casual, RPG","0 .. 20,000",80,2017-Autumn
Los Exaltados,Los Exaltados,739850,Goblins Keep Coming - Tower Defense,Under $10,"Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Casual, Indie, Strategy",False,"Indie, Casual, Strategy, Layed-Back","0 .. 20,000",77,2017-Autumn
"You42, Inc.",Kiz Studios,742630,Wonky Ship,Free,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Steam Cloud","Action, Casual, Free to Play",False,"Casual, Action","0 .. 20,000",55,2017-Autumn
Evgeny Apel,Evgeny Apel,649990,Writers,Under $10,"Single-player, Multi-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Casual, Indie",False,"Indie, Casual, Unique-aspects, High-Quality","0 .. 20,000",92,2017-Autumn
AutoAttack Games,AutoAttack Games,469600,Legion TD 2 - Multiplayer Tower Defense,$10~$20,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Stats","Casual, Indie, Strategy",False,"Layed-Back, 2D, Historical/Old-Times, 3D, Difficult, PvE, PvP, Sandbox/Building, Fantasy, Sci-fi, High-Quality, Multiplayer, Strategy, Co-op","1,000,000 .. 2,000,000",86,2021-Autumn
Magic and Mirrors,Magic and Mirrors,537000,Nelo,Under $10,"Single-player, Multi-player, Co-op, Co-op, Co-op, Partial controller support, Remote Play Together, Family Sharing","Action, Indie, Early Access",True,"Indie, Third Person, Action, Difficult, Early Access, Fighting, Shooter, High-Quality, Single-Player, Other, Adventure, Sci-fi","0 .. 20,000",72,2017-Autumn
SIXNAILS,SIXNAILS,730670,EXIT 3 - Painter,Under $10,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Casual, Indie",False,"Indie, Casual, 3D, Puzzle, Single-Player, High-Quality, Unique-Style, Sci-fi","0 .. 20,000",100,2017-Autumn
Koloss Kolektiv,Koloss Kolektiv,690000,Slimebrawl,Under $10,"Multi-player, Co-op, Co-op, Co-op, Full controller support, Remote Play Together, Family Sharing","Action, Casual, Indie",False,"Indie, Casual, Action, Comedy, Multiplayer, Co-op","0 .. 20,000",66,2017-Autumn
Wurrad,Wurrad,731880,Remaya Idle,Under $10,"Single-player, Steam Achievements, Family Sharing","Action, Indie, RPG",False,"Indie, Layed-Back, Casual, Action, RPG","20,000 .. 50,000",62,2017-Autumn
Fullmetal Developer,Fullmetal Developer,726000,No King No Kingdom,$10~$20,"Single-player, Multi-player, Co-op, Co-op, Co-op, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing","Action, Indie, RPG, Simulation, Strategy",False,"Indie, Warfare, First Person, Action, Sandbox/Building, Fantasy, Realistic/Sim, RPG, High-Quality, Single-Player, Real-Time, Strategy, Co-op","0 .. 20,000",85,2020-Winter
ONECOMPANY,ONECOMPANY,749650,Barrimean Jungle,Under $10,"Single-player, Family Sharing","Action, Adventure, Indie",False,"Indie, Historical/Old-Times, Action, Story-driven, Puzzle, Adventure, Exploration","0 .. 20,000",0,2017-Autumn
W.T.B.,CSM,750210,Last Anime boy: Saving loli,Under $1,"Single-player, Family Sharing","Action, Indie",False,"Indie, Historical/Old-Times, Inclusivity, Action, Unique-aspects, Unique-Style, Comedy, First Person","0 .. 20,000",68,2017-Autumn
Gamesforfarm,Gamesforfarm,750870,JumpBall 2,Under $10,"Single-player, Multi-player, PvP, Split Screen PvP, Co-op, Co-op, Co-op, Partial controller support, Remote Play Together, Family Sharing","Casual, Indie, Racing, Sports",False,"Indie, Layed-Back, Casual, 2D, Historical/Old-Times, Multiplayer, PvP, Unique-aspects, Sports, Single-Player, High-Quality, Adventure, Co-op, Racing","0 .. 20,000",33,2017-Autumn
ninjadodogames,ninjadodogames,698500,Guppy,Under $10,"Single-player, Multi-player, Co-op, Co-op, Co-op, Full controller support, Remote Play Together, Family Sharing","Casual, Indie, Simulation",False,"Indie, Casual, 2D, Unique-aspects, Realistic/Sim, High-Quality, Unique-Style, Other, Exploration","0 .. 20,000",58,2017-Autumn
Loophole Interactive,Loophole Interactive,724350,King of the Couch: Zoovival,Free,"Multi-player, PvP, Online PvP, Split Screen PvP, Co-op, Partial controller support, Remote Play Together","Action, Casual, Indie",False,"Indie, Layed-Back, Casual, 2D, Action, Fighting, PvP, Shooter, High-Quality, Unique-Style, Comedy, Multiplayer, Co-op","20,000 .. 50,000",81,2017-Autumn
Steven Mildenhall,Steven Mildenhall,718070,AgeOfDarkness,Under $10,"Single-player, Multi-player, PvP, Online PvP, Family Sharing","Action, Adventure, Indie, Early Access",True,"Indie, Gore, Action, Early Access, Adventure","0 .. 20,000",28,2017-Autumn
KirUn,KirUn,745030,Squarism,Under $10,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Casual, Indie",False,"Indie, Puzzle, Casual","0 .. 20,000",92,2017-Autumn
20letpast,20letpast,740500,Eseapner,Under $10,"Single-player, Family Sharing","Action, Adventure",False,"Adventure, Horror/Mystery, Action","0 .. 20,000",60,2017-Autumn
inbetweengames,inbetweengames,751690,The Mammoth: A Cave Painting,Free,"Single-player, Steam Achievements, Full controller support","Action, Adventure, Casual, Indie",False,"Indie, Casual, Action, High-Quality, Adventure, Story-driven","50,000 .. 100,000",91,2017-Autumn
Nowhere Town,Nowhere Town,691240,Going Nowhere: The Dream,Under $1,"Single-player, Steam Achievements, Partial controller support, Family Sharing","Adventure, Indie",False,"Indie, Adventure, Inclusivity","0 .. 20,000",86,2017-Autumn
"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC",732730,War Trigger 2,Free,"Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases","Action, Adventure, Free to Play, Indie, Simulation",False,"Indie, Layed-Back, Third Person, Action, Realistic/Sim, Shooter, Adventure, Multiplayer, First Person, Exploration","200,000 .. 500,000",54,2017-Autumn
Flow,Flow,747810,Flow Handcrafted,Under $10,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing","Casual, Indie, Simulation, Strategy",False,"Indie, Casual, 2D, Puzzle, Realistic/Sim, Single-Player, Unique-Style, Other, Strategy, Story-driven","0 .. 20,000",100,2017-Autumn
Big Blue Bubble,Roosh Interactive,713090,Zombie Bloxx,Under $10,"Single-player, Steam Achievements, Partial controller support, Family Sharing","Action, Indie",False,"Indie, Fantasy, Action","0 .. 20,000",100,2017-Autumn
SuperTry Studios,SuperTry Studios,662540,Haque,$10~$20,"Single-player, Steam Achievements, Full controller support, Family Sharing","Indie, RPG, Strategy",False,"Indie, Historical/Old-Times, Unique-aspects, Rogue, RPG, Single-Player, Strategy","0 .. 20,000",86,2017-Autumn
