publisher,developers,id,app_name,price,specs,genres,early_access,tags,owners,review_score,release_date
Matthew Brown,Matthew Brown,293200,Sentinel,Free,"Single-player, Steam Achievements","Indie, Strategy",FALSE,"Indie, Layed-Back, Strategy, High-Quality","20,000 .. 50,000",61,2014-Autumn
Electric Eggplant,Electric Eggplant,292090,Rube Works: The Official Rube Goldberg Invention Game,Under $10,"Single-player, Steam Achievements, Family Sharing",Casual,FALSE,"Puzzle, Casual","20,000 .. 50,000",80,2014-Autumn
"Escape Hatch Entertainment, LLC","Escape Hatch Entertainment, LLC",250720,Starlight Inception™,Under $10,"Single-player, Multi-player, Co-op, Full controller support, Steam Trading Cards, Captions available, Remote Play Together, Family Sharing","Action, Indie, Simulation",FALSE,"Indie, Sci-fi, Realistic/Sim, Action","0 .. 20,000",21,2014-Autumn
Microids,Microids,289840,Dracula 3: The Path of the Dragon,Under $10,"Single-player, Family Sharing","Adventure, Casual",FALSE,"Adventure, Casual, Puzzle, Horror/Mystery","50,000 .. 100,000",35,2014-Autumn
Infinite Monkeys Entertainment Ltd.,Infinite Monkeys Entertainment Ltd.,250050,Life Goes On: Done to Death,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Adventure, Casual, Indie",FALSE,"Indie, Layed-Back, Casual, 2D, Action, Puzzle, Fantasy, Realistic/Sim, Single-Player, High-Quality, Unique-Style, Comedy, Adventure","200,000 .. 500,000",95,2014-Autumn
THQ Nordic,GolemLabs,282400,SuperPower 2 Steam Edition,Under $10,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Includes level editor, Family Sharing","Simulation, Strategy",FALSE,"Warfare, Realistic/Sim, Single-Player, Real-Time, Multiplayer, Strategy","100,000 .. 200,000",80,2014-Autumn
WildTangent,WildTangent,276890,FATE: Undiscovered Realms,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Adventure, RPG",FALSE,"Action, Fighting, Rogue, Fantasy, Unique-aspects, RPG, Other, Adventure","20,000 .. 50,000",80,2014-Autumn
Digerati,Cuve Games,286120,QuestRun,Under $10,"Single-player, Steam Achievements, Stats, Family Sharing",RPG,FALSE,"Indie, Casual, Turn-based, Single-Player, RPG","200,000 .. 500,000",52,2014-Autumn
Silk Games,Silk Games,249550,NEStalgia,Under $10,"Single-player, Multi-player, MMO, Co-op, Online Co-op, Family Sharing","Indie, Massively Multiplayer, RPG",FALSE,"Indie, Historical/Old-Times, Turn-based, Unique-aspects, RPG, Adventure, Multiplayer, Co-op","20,000 .. 50,000",63,2014-Autumn
Strategy First,Gogii Games,288970,Dark Lore Mysteries: The Hunt For Truth,Under $1,"Single-player, Family Sharing",Adventure,FALSE,"Adventure, Casual, Puzzle","20,000 .. 50,000",66,2014-Autumn
Strategy First,48h Studio,286660,Avoid - Sensory Overload,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, Unique-aspects, High-Quality, Action","50,000 .. 100,000",85,2014-Autumn
Born Ready Games,Born Ready Games,288370,Strike Suit Zero: Director's Cut,$10~$20,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on TV, Family Sharing","Action, Indie",FALSE,"Indie, Third Person, Action, Realistic/Sim, Shooter, High-Quality, Single-Player, Unique-Style, Sci-fi","100,000 .. 200,000",81,2014-Autumn
Strategy First,Gogii Games,288830,Voodoo Whisperer Curse of a Legend,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Adventure, Casual, Single-Player, Puzzle","20,000 .. 50,000",57,2014-Autumn
Warner Bros. Interactive Entertainment,Traveller's Tales,285160,LEGO® The Hobbit™,$10~$20,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","Action, Adventure",FALSE,"Layed-Back, Casual, Third Person, Action, Co-op, Puzzle, Fantasy, Single-Player, High-Quality, RPG, Adventure, Comedy, Multiplayer, Strategy, Exploration","1,000,000 .. 2,000,000",80,2014-Autumn
ESDigital Games,Lesta Studio,289580,Aggression: Europe Under Fire,Under $10,"Single-player, Family Sharing",Strategy,FALSE,"Strategy, Historical/Old-Times, Real-Time","50,000 .. 100,000",52,2014-Autumn
Strategy First,Gogii Games,288840,Haunted Past: Realm of Ghosts,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Adventure, Casual, Puzzle, Horror/Mystery","20,000 .. 50,000",81,2014-Autumn
Strategy First,Easy Co,291630,Mirror Mysteries,Under $1,"Single-player, Family Sharing",Adventure,FALSE,"Adventure, Casual, Puzzle","20,000 .. 50,000",77,2014-Autumn
Strategy First,Gogii Games,291640,Mirror Mysteries 2,Under $1,"Single-player, Family Sharing",Adventure,FALSE,"Adventure, Casual, Puzzle","20,000 .. 50,000",64,2014-Autumn
Strategy First,Gogii Games,292670,Princess Isabella - Return of the Curse,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Adventure, Casual, Inclusivity, Puzzle","20,000 .. 50,000",78,2014-Autumn
Strategy First,Gogii Games,292660,Princess Isabella,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Adventure, Casual, Inclusivity, Puzzle","20,000 .. 50,000",75,2014-Autumn
Slitherine Ltd.,Slitherine Ltd.,287070,Battle Academy,$10~$20,"Single-player, Multi-player, Cross-Platform Multiplayer, Steam Cloud, Includes level editor, Family Sharing",Strategy,FALSE,"Warfare, Turn-based, Single-Player, High-Quality, Multiplayer, Strategy","50,000 .. 100,000",85,2014-Autumn
Yuisy,Yuisy,280830,Foosball - Street Edition,Under $10,"Single-player, Multi-player, Co-op, Steam Achievements, Remote Play Together, Family Sharing","Casual, Indie, Sports",FALSE,"Indie, Sports, Casual","20,000 .. 50,000",71,2014-Autumn
Fulqrum Publishing,Nikita,289400,Parkan 2,Under $10,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Adventure, Simulation",FALSE,"Action, Sci-fi, Realistic/Sim, Adventure, First Person","50,000 .. 100,000",72,2014-Autumn
Fulqrum Publishing,Fulqrum Publishing,289420,Planet Alcatraz,Under $10,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",RPG,FALSE,"Warfare, Gore, Action, Unique-aspects, RPG, High-Quality, Single-Player, Comedy, Adventure","50,000 .. 100,000",82,2014-Autumn
HH-Games,Shaman Games Studio,289260,Dreamscapes: The Sandman - Premium Edition,Under $10,"Single-player, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Adventure, Casual, Puzzle","50,000 .. 100,000",81,2014-Autumn
Fulqrum Publishing,ALTAR Interactive,289500,UFO: Aftershock,Under $10,"Single-player, Steam Cloud, Family Sharing",Strategy,FALSE,"Turn-based, Single-Player, Real-Time, Sci-fi, Strategy","50,000 .. 100,000",76,2014-Autumn
Viva Media,MagicIndie,286540,Nearwood - Collector's Edition,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Adventure, Casual, Single-Player, Puzzle","50,000 .. 100,000",90,2014-Autumn
Geoff Keighley,Geoff Keighley,292060,Titanfall - The Final Hours,Under $1,"Single-player, Family Sharing",Action,FALSE,"Indie, Warfare, Action, Multiplayer, Sci-fi, First Person, Story-driven","20,000 .. 50,000",35,2014-Autumn
Frogdice,Frogdice,286200,ReignMaker,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","Adventure, Casual, Indie, RPG, Strategy",FALSE,"Indie, Layed-Back, Casual, Puzzle, RPG, Adventure, Strategy","50,000 .. 100,000",60,2014-Autumn
HeroCraft PC,HeroCraft,263740,FootLOL: Epic Soccer League,Under $10,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Family Sharing","Action, Indie, RPG, Sports",FALSE,"Indie, Casual, Action, Difficult, Unique-aspects, Sports, Realistic/Sim, RPG, High-Quality, Single-Player, Comedy, Multiplayer, Co-op","100,000 .. 200,000",83,2014-Autumn
Strategy First,Gogii Games,288790,White Haven Mysteries,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Adventure, Casual, Puzzle","20,000 .. 50,000",54,2014-Autumn
Humongous Entertainment,Humongous Entertainment,283980,"Spy Fox in ""Dry Cereal""",Under $10,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual",FALSE,"Casual, Historical/Old-Times, 2D, Puzzle, Single-Player, High-Quality, Comedy, Adventure, Story-driven","100,000 .. 200,000",95,2014-Autumn
Cartoon Network Games,NGD Studios,258590,Adventure Time: Finn and Jake's Epic Quest,Under $10,"Single-player, Steam Achievements, Full controller support, Family Sharing","Action, Adventure",FALSE,"Indie, Casual, Third Person, Action, 3D, Multiplayer, Unique-aspects, Fantasy, RPG, Single-Player, Unique-Style, Comedy, Adventure, Exploration","50,000 .. 100,000",73,2014-Autumn
ESDigital Games,Creoteam,289620,Collapse,$10~$20,"Single-player, Full controller support, Steam Trading Cards, Captions available, Family Sharing","Action, Adventure",FALSE,"Warfare, Third Person, Action, Fighting, Horror/Mystery, Shooter, High-Quality, Single-Player, Adventure","100,000 .. 200,000",73,2014-Autumn
Jumping Ram,Lightmare Studio,267340,Beware Planet Earth,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Casual, Indie, Strategy",FALSE,"Indie, Layed-Back, Casual, 2D, Horror/Mystery, Unique-aspects, Single-Player, High-Quality, Unique-Style, Adventure, Comedy, Sci-fi, Strategy","50,000 .. 100,000",71,2014-Autumn
Libredia,Appmania,288710,Demolition Master 3D,Under $10,"Single-player, Family Sharing","Casual, Simulation",FALSE,"Realistic/Sim, Casual","0 .. 20,000",28,2014-Autumn
Henteko Doujin,SITER SKAIN,281860,RefleX,Under $10,"Single-player, Steam Trading Cards, Partial controller support, Family Sharing","Action, Indie",FALSE,"Indie, 2D, Historical/Old-Times, Action, Unique-aspects, Shooter, High-Quality, Single-Player, Sci-fi","50,000 .. 100,000",88,2014-Autumn
Viva Media Inc,FAKT Software Gmbh,265240,Crazy Machines: Golden Gears,Under $10,"Single-player, Steam Achievements, Steam Leaderboards, Includes level editor, Family Sharing","Casual, Strategy",FALSE,"Puzzle, Casual, Strategy","20,000 .. 50,000",32,2014-Autumn
KONAMI,MercurySteam,282530,Castlevania: Lords of Shadow – Mirror of Fate HD,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Adventure",FALSE,"Layed-Back, 2D, Action, Fighting, Horror/Mystery, Fantasy, Single-Player, Unique-Style, High-Quality, Other, Adventure","100,000 .. 200,000",83,2014-Autumn
Knuckle Cracker,Knuckle Cracker,280220,Creeper World 3: Arc Eternal,$10~$20,"Single-player, Steam Achievements, Steam Cloud, Stats, Includes level editor, Remote Play Together, Family Sharing","Indie, Simulation, Strategy",FALSE,"Indie, Layed-Back, 2D, Casual, Difficult, Sandbox/Building, Unique-aspects, Realistic/Sim, Single-Player, High-Quality, Real-Time, Sci-fi, Strategy","200,000 .. 500,000",96,2014-Autumn
familyplay,Sproing,276220,My Best Friends - Cats & Dogs,$10~$20,"Single-player, Steam Cloud, Family Sharing","Casual, Simulation",FALSE,"Difficult, Realistic/Sim, Casual","0 .. 20,000",66,2014-Autumn
Libredia,Komar Games,283470,The Secret Of Hildegards,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual","20,000 .. 50,000",20,2014-Autumn
familyplay,Independent Arts Software,276430,My Pet Hotel 2,$10~$20,"Single-player, Steam Cloud, Family Sharing",Casual,FALSE,"Realistic/Sim, Casual","0 .. 20,000",56,2014-Autumn
familyplay,Sproing,276340,My Riding Stables: Life with Horses,$10~$20,"Single-player, Family Sharing","Casual, Simulation, Sports",FALSE,"Inclusivity, Realistic/Sim, Casual, Sports","20,000 .. 50,000",85,2014-Autumn
familyplay,Independent Arts Software,276240,My Vet Practice - In the Country,$10~$20,"Single-player, Steam Cloud, Family Sharing","Casual, Simulation",FALSE,"Realistic/Sim, Casual, Inclusivity","0 .. 20,000",69,2014-Autumn
familyplay,Sproing,276360,Riding Star - Horse Championship!,Under $10,"Single-player, Steam Cloud, Family Sharing","Casual, Simulation, Sports",FALSE,"Realistic/Sim, Casual, Sports","0 .. 20,000",66,2014-Autumn
familyplay,Radon Labs GmbH,276300,My Riding Stables: Your Horse world,$10~$20,"Single-player, Steam Cloud, Family Sharing","Casual, Simulation, Sports",FALSE,"Inclusivity, Realistic/Sim, Casual, Sports","0 .. 20,000",62,2014-Autumn
Nacon,Neutron Games GmbH,279460,IHF Handball Challenge 14,Under $10,"Single-player, Multi-player, Co-op, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",Sports,FALSE,Sports,"0 .. 20,000",50,2014-Autumn
Awesome Games Studio,Awesome Games Studio,270550,Yet Another Zombie Defense,Free,"Single-player, Multi-player, Co-op, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together","Action, Casual, Indie, Strategy",FALSE,"Indie, Layed-Back, Casual, Action, Difficult, Horror/Mystery, Unique-aspects, Fantasy, Shooter, Single-Player, Comedy, Multiplayer, Strategy, Co-op","1,000,000 .. 2,000,000",86,2014-Autumn
Epixx.org,Epixx.org,265990,Rogue's Tale,Under $10,"Single-player, Steam Achievements, Partial controller support, Family Sharing","Indie, RPG",FALSE,"Indie, Difficult, Turn-based, Rogue, RPG, Adventure","50,000 .. 100,000",72,2014-Autumn
TreeFortress Games,TreeFortress Games,269490,Bardbarian,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Adventure, Casual, Indie, RPG, Strategy",FALSE,"Indie, Layed-Back, Casual, 2D, Action, Rogue, Fantasy, RPG, Single-Player, Shooter, Comedy, Adventure, Strategy","100,000 .. 200,000",88,2014-Autumn
Strategy First,Gogii Games,289050,Shannon Tweed's Attack Of The Groupies,Under $1,"Single-player, Family Sharing",Casual,FALSE,"Layed-Back, Casual, Inclusivity","20,000 .. 50,000",46,2014-Autumn
Strategy First,GameORE,281370,Real Horror Stories Ultimate Edition,Under $10,"Single-player, Family Sharing",Indie,FALSE,"Indie, Casual, Horror/Mystery, Single-Player, Comedy, Adventure","50,000 .. 100,000",38,2014-Autumn
WB Games,"Armature Studio, LLC",267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,$10~$20,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Adventure",FALSE,"Layed-Back, 2D, Action, Fighting, Horror/Mystery, Rogue, Single-Player, Unique-Style, Other, Adventure","200,000 .. 500,000",41,2014-Autumn
Curve Games,Curve Studios,244890,Velocity®Ultra,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, 2D, Inclusivity, Action, Shooter","50,000 .. 100,000",73,2013-Autumn
Atari,Incinerator Studios,9970,Star Raiders,Under $10,"Single-player, Partial controller support, Family Sharing",Action,FALSE,"Sci-fi, Action","0 .. 20,000",14,2011-Autumn
SEGA,SEGA,71260,Space Channel 5: Part 2,Under $10,"Single-player, Multi-player, Co-op, Partial controller support, Family Sharing",Action,FALSE,"Historical/Old-Times, Inclusivity, Action, High-Quality, Unique-Style, Sci-fi","100,000 .. 200,000",89,2011-Autumn
SEGA,SEGA,71240,SEGA Bass Fishing,Under $10,"Single-player, Partial controller support, Family Sharing","Simulation, Sports",FALSE,"Casual, Historical/Old-Times, Unique-aspects, Realistic/Sim, Sports, Single-Player","100,000 .. 200,000",89,2011-Autumn
SEGA,SEGA,71230,Crazy Taxi,Under $10,"Single-player, Partial controller support, Family Sharing","Action, Racing",FALSE,"Casual, Historical/Old-Times, Inclusivity, Action, Difficult, Horror/Mystery, Unique-aspects, Realistic/Sim, Single-Player, High-Quality, Comedy, Exploration, Racing","200,000 .. 500,000",86,2011-Autumn
Electronic Arts,Crytek Studios,108800,Crysis 2 - Maximum Edition,$20~$30,"Single-player, Partial controller support, Family Sharing",Action,FALSE,"Action, Difficult, Multiplayer, Rogue, Exploration, Single-Player, Shooter, High-Quality, RPG, Adventure, Sci-fi, First Person, Story-driven","1,000,000 .. 2,000,000",85,2011-Autumn
THQ Nordic,Trine Studios,65600,Gothic 3: Forsaken Gods Enhanced Edition,Under $10,"Single-player, Family Sharing",RPG,FALSE,"Third Person, Action, Fantasy, Single-Player, RPG, High-Quality, Adventure, Exploration","200,000 .. 500,000",50,2011-Autumn
NinjaBee,Bacon Wrapped Games,91800,Cloning Clyde,Under $10,"Single-player, Steam Achievements, Partial controller support, Steam Cloud, Stats, Family Sharing","Casual, Indie",FALSE,"Indie, Layed-Back, Casual","20,000 .. 50,000",89,2011-Autumn
SEGA,CREATIVE ASSEMBLY,34330,Total War: SHOGUN 2,$20~$30,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Stats, Family Sharing",Strategy,FALSE,"Warfare, Historical/Old-Times, Action, Turn-based, Unique-aspects, Single-Player, High-Quality, Unique-Style, Real-Time, Multiplayer, Strategy, Co-op","2,000,000 .. 5,000,000",91,2011-Autumn
Libredia,Actalogic,92900,Agricultural Simulator 2011: Extended Edition,Under $10,"Single-player, Multi-player, Partial controller support, Steam Cloud, Family Sharing","Action, Adventure, Casual, Simulation, Strategy",FALSE,"Casual, First Person, Action, Realistic/Sim, Single-Player, Adventure, Strategy, Exploration","100,000 .. 200,000",50,2011-Autumn
Ronimo Games,Ronimo Games,63500,Swords and Soldiers HD,Under $10,"Single-player, Multi-player, Steam Achievements, Valve Anti-Cheat enabled, Steam Leaderboards, Family Sharing","Action, Casual, Indie, Strategy",FALSE,"Indie, Layed-Back, Casual, 2D, Action, Single-Player, Unique-Style, Comedy, Multiplayer, Strategy","200,000 .. 500,000",77,2010-Autumn
Relentless Software,Relentless Software,90400,Blue Toad Murder Files™: The Mysteries of Little Riddle,Under $10,"Single-player, Multi-player, Co-op, Remote Play Together, Family Sharing","Adventure, Casual",FALSE,"Adventure, Casual, Co-op, Puzzle","20,000 .. 50,000",83,2010-Autumn
Secret Exit Ltd.,Secret Exit Ltd.,61600,Zen Bound 2,Under $10,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Indie, Casual",FALSE,"Indie, Casual, 3D, Puzzle, Single-Player","100,000 .. 200,000",86,2010-Autumn
THQ Nordic,Rainbow Studios,55140,MX vs. ATV Reflex,$10~$20,"Single-player, Multi-player, Steam Achievements, Partial controller support, Steam Cloud, Family Sharing",Racing,FALSE,"Layed-Back, Action, Unique-aspects, Sports, Realistic/Sim, Single-Player, Multiplayer, Exploration, Racing","200,000 .. 500,000",87,2010-Autumn
Interplay Inc.,Oasis Games,41660,Tommy Tronic,Under $10,"Single-player, Family Sharing","Action, Adventure, Indie",FALSE,"Indie, Layed-Back, 2D, Casual, Third Person, Action, 3D, Puzzle, Single-Player, Unique-Style, Comedy, Adventure, Exploration","0 .. 20,000",52,2010-Autumn
Giants Software,Giants Software,90200,Farming Simulator 2011,Under $10,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Partial controller support, Family Sharing",Simulation,FALSE,"Single-Player, Realistic/Sim, Exploration, Multiplayer","100,000 .. 200,000",91,2010-Autumn
Clara Lehenaff,Clara Lehenaff,72900,Winter Voices,Free,"Single-player, Steam Achievements, Steam Trading Cards","Adventure, Indie, RPG",FALSE,"Indie, Inclusivity, Turn-based, Unique-aspects, RPG, High-Quality, Single-Player, Adventure, Story-driven","20,000 .. 50,000",64,2010-Autumn
Lunar Giant Studios,Lunar Giant,63800,Delve Deeper,Under $10,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial controller support, Family Sharing","Adventure, Indie, RPG, Strategy",FALSE,"Indie, Puzzle, Multiplayer, Turn-based, RPG, Single-Player, Adventure, Strategy","50,000 .. 100,000",61,2010-Autumn
Over the Top Games,Over the Top Games,57000,NyxQuest: Kindred Spirits,Under $10,"Single-player, Steam Achievements, Family Sharing","Action, Adventure",FALSE,"Layed-Back, 2D, Inclusivity, Action, Puzzle, Adventure","20,000 .. 50,000",90,2010-Autumn
Atari,ImagineEngline,9960,Haunted House™ (2010),Under $10,"Single-player, Partial controller support, Family Sharing",Adventure,FALSE,"Adventure, Horror/Mystery","0 .. 20,000",46,2010-Autumn
N3V Games,N3V Games,24650,Trainz Settle and Carlisle,$10~$20,"Single-player, Family Sharing",Simulation,FALSE,Realistic/Sim,"0 .. 20,000",57,2010-Autumn
2K,Silver Wish Games,8970,Axel & Pixel,Under $10,"Single-player, Steam Achievements, Family Sharing",Indie,FALSE,"Indie, Puzzle, Casual","20,000 .. 50,000",71,2010-Autumn
Wolfire Games,Wolfire Games,25010,Lugaru HD,Under $10,"Single-player, Family Sharing",Action,FALSE,"Indie, Third Person, Action, Difficult, 3D, Fighting, Sandbox/Building, Single-Player, High-Quality, RPG, Adventure, Exploration","100,000 .. 200,000",79,2010-Autumn
Grendel Games,Grendel Games,70500,Diamond Dan,Under $1,"Single-player, Steam Achievements, Partial controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Adventure, Casual, Indie",FALSE,"Indie, Layed-Back, Casual, Action, Adventure","0 .. 20,000",73,2010-Autumn
SEGA,SEGA,34285,Columns™,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing","Casual, Strategy",FALSE,"Puzzle, Casual, Historical/Old-Times, Strategy","0 .. 20,000",81,2010-Autumn
SEGA,SEGA,34313,Sonic Spinball™,Under $10,"Single-player, Multi-player, Partial controller support, Family Sharing",Action,FALSE,"2D, Historical/Old-Times, Action, Single-Player, High-Quality","0 .. 20,000",90,2010-Autumn
SEGA,SEGA,34289,Fatal Labyrinth™,Under $1,"Single-player, Partial controller support, Family Sharing",RPG,FALSE,"Rogue, RPG","0 .. 20,000",90,2010-Autumn
SEGA,SEGA,34288,Eternal Champions™,Under $1,"Single-player, Multi-player, Co-op, Partial controller support, Remote Play Together, Family Sharing",Action,FALSE,"Fighting, Historical/Old-Times, 2D, Action","0 .. 20,000",83,2010-Autumn
SEGA,SEGA,34287,Ecco™ Jr.,Under $1,"Single-player, Partial controller support, Family Sharing",Adventure,FALSE,"Adventure, Historical/Old-Times","0 .. 20,000",85,2010-Autumn
SEGA,SEGA,34286,Dr. Robotnik’s Mean Bean Machine™,Under $10,"Single-player, Multi-player, Partial controller support, Family Sharing","Casual, Strategy",FALSE,"Casual, Historical/Old-Times, Puzzle, Single-Player, Strategy","20,000 .. 50,000",91,2010-Autumn
Cyan Worlds Inc,Cyan Worlds Inc,63650,URU: Complete Chronicles,Under $10,"Single-player, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Casual, Difficult, Puzzle, Single-Player, High-Quality, Adventure, Exploration","20,000 .. 50,000",79,2010-Autumn
4sdk,4sdk,60700,Power of Defense,Under $10,"Single-player, Multi-player, Steam Achievements, Family Sharing","Strategy, Indie",FALSE,"Indie, Layed-Back, Strategy","0 .. 20,000",25,2010-Autumn
CINEMAX GAMES,CINEMAX GAMES,60800,Numen: Contest of Heroes,Under $10,"Single-player, Family Sharing",RPG,FALSE,"Single-Player, RPG","50,000 .. 100,000",49,2010-Autumn
Zaratustra Productions,Zaratustra Productions,33680,eversion,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Leaderboards, Family Sharing",Indie,FALSE,"Indie, Layed-Back, Casual, 2D, Historical/Old-Times, Difficult, Puzzle, Horror/Mystery, Unique-aspects, Single-Player, High-Quality, Unique-Style, Story-driven","50,000 .. 100,000",91,2010-Autumn
Instinct Software Ltd.,Dark Water Studios Ltd,42500,DogFighter,Under $1,"Single-player, Multi-player, Co-op, Steam Achievements, Partial controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, Action, Unique-aspects, Single-Player, Unique-Style, Multiplayer","100,000 .. 200,000",61,2010-Autumn
Next Game,Gogii,47110,Escape From Paradise,Under $10,"Single-player, Family Sharing",Action,FALSE,Action,"0 .. 20,000",80,2010-Autumn
Next Game,Gogii,47130,Book of Legends,Under $10,"Single-player, Family Sharing",Adventure,FALSE,"Adventure, Puzzle","0 .. 20,000",75,2010-Autumn
Next Game,Gogiii,47120,Escape From Paradise 2,Under $10,"Single-player, Family Sharing",Action,FALSE,Action,"0 .. 20,000",60,2010-Autumn
Fulqrum Publishing,Fulqrum Publishing,46360,Theatre of War 2: Kursk 1943,Under $10,"Single-player, Multi-player, Steam Cloud, Includes level editor, Family Sharing","Simulation, Strategy",FALSE,"Warfare, Realistic/Sim, Strategy, Real-Time","50,000 .. 100,000",68,2010-Autumn
Basilisk Games,Basilisk Games,25620,Eschalon: Book II,Under $10,"Single-player, Family Sharing","Indie, RPG",FALSE,"Indie, 2D, Turn-based, Unique-aspects, Fantasy, RPG","50,000 .. 100,000",82,2010-Autumn
Radon Labs,Radon Labs,46440,Future Wars,Under $10,"Single-player, Multi-player, Co-op, Remote Play Together, Family Sharing",Strategy,FALSE,"Indie, Turn-based, Single-Player, Multiplayer, Strategy","50,000 .. 100,000",30,2010-Autumn
Ubisoft,Exkee,48150,Voodoo Dice,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Casual, Historical/Old-Times, 3D, Puzzle, Unique-aspects, Realistic/Sim, Single-Player, High-Quality, Unique-Style, Comedy, Sci-fi, Strategy, Exploration","50,000 .. 100,000",83,2010-Autumn
LucasArts,Petroglyph,32470,STAR WARS™ Empire at War - Gold Pack,$10~$20,"Single-player, Multi-player, PvP, Online PvP, Steam Cloud, Family Sharing",Strategy,FALSE,"Warfare, Historical/Old-Times, Action, Multiplayer, Unique-aspects, Realistic/Sim, Single-Player, High-Quality, Real-Time, Adventure, Sci-fi, Strategy, Co-op","1,000,000 .. 2,000,000",97,2010-Autumn
Next Game,Awem Studio,38190,Romance of Rome,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual","0 .. 20,000",58,2010-Autumn
Next Game,Awem Studio,38170,Cradle of Rome,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual","0 .. 20,000",87,2010-Autumn
Cosmi Valusoft,Bamtang,33760,The Search for Amelia Earhart,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual","20,000 .. 50,000",26,2010-Autumn
Llamasoft LTD,Llamasoft LTD,27810,Gridrunner Revolution,Under $10,"Single-player, Partial controller support, Family Sharing",Indie,FALSE,"Indie, Unique-aspects, Shooter","20,000 .. 50,000",83,2010-Autumn
Paradox Interactive,BL-Logic,42850,Arsenal of Democracy: A Hearts of Iron Game,Under $10,"Single-player, Multi-player, Family Sharing",Strategy,FALSE,"Warfare, Strategy, Historical/Old-Times","50,000 .. 100,000",85,2010-Autumn
Fulqrum Publishing,Elite Games Team,46260,Star Wolves 3: Civil War,Under $10,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","RPG, Strategy",FALSE,"Sci-fi, Strategy, RPG","100,000 .. 200,000",80,2010-Autumn
Fulqrum Publishing,X-Bow Software,46270,Star Wolves,Under $10,"Single-player, Steam Cloud, Family Sharing","RPG, Strategy",FALSE,"Sci-fi, Strategy, RPG","50,000 .. 100,000",83,2010-Autumn
Fulqrum Publishing,X-Bow Software,46280,Star Wolves 2,Under $10,"Single-player, Family Sharing","RPG, Strategy",FALSE,"Sci-fi, Strategy, RPG","50,000 .. 100,000",38,2010-Autumn
